,Rank,OPR,DPR,CCWM,teleopOPR,autoOPR,endgameOPR,scheduleStrength,,
7894,33,4.51,37.81,-33.31,2.07,-0.19,-0.01,-0.93,,
6140,26,4.51,45.80,-41.29,8.35,0.85,5.22,2.43,,
2500,60,4.48,58.38,-53.90,3.46,0.62,5.06,1.63,,
6918,38,4.48,34.87,-30.40,5.23,-0.72,-0.27,0.73,,
5285,41,4.46,46.72,-42.26,-1.72,7.23,-7.29,0.18,,
7800,33,4.43,56.51,-52.09,4.22,2.23,6.17,0.29,,
7749,19,4.26,22.73,-18.47,-1.48,3.42,1.53,0.14,,
6906,47,4.24,55.77,-51.53,-3.78,0.86,-2.25,0.33,,
5943,60,4.20,29.59,-25.39,4.07,2.30,-0.18,0.28,,
3302,33,4.16,36.65,-32.49,6.70,-2.02,10.50,-1.47,,
5047,22,4.13,39.16,-35.03,5.03,-2.10,5.65,1.76,,
8333,31,4.12,39.02,-34.91,1.42,5.89,3.61,1.43,,
3197,48,4.09,54.64,-50.55,-1.13,7.28,4.78,0.39,,
2550,31,4.05,32.81,-28.75,2.89,-0.14,0.60,-0.18,,
6932,31,4.03,31.05,-27.03,-2.28,5.70,-3.87,0.45,,
7855,37,3.99,39.45,-35.47,6.83,-0.57,-0.42,1.82,,
4238,30,3.93,34.66,-30.73,5.46,2.20,9.59,-1.50,,
6901,18,3.92,33.40,-29.48,1.90,4.35,3.27,0.15,,
399,56,3.90,25.54,-21.64,-1.21,4.99,-2.05,0.57,,
5960,10,3.83,15.06,-11.23,3.25,3.05,0.82,-1.15,,
4267,56,3.81,28.69,-24.88,0.31,5.39,-2.08,0.75,,
3026,59,3.79,42.85,-39.06,5.71,3.26,5.72,1.61,,
7715,25,3.75,34.06,-30.30,-2.32,5.27,0.41,-0.48,,
1322,40,3.75,40.50,-36.75,-2.95,2.56,-1.42,1.88,,
7621,28,3.71,21.92,-18.21,2.57,-0.15,6.07,-1.10,,
2989,55,3.63,49.92,-46.29,-6.98,4.81,-9.11,0.24,,
6819,56,3.62,43.42,-39.80,-0.62,2.64,-2.60,0.12,,
4628,31,3.58,27.93,-24.35,4.75,1.70,3.02,0.33,,
7538,20,3.54,10.00,-6.47,-0.35,2.25,-0.30,-1.63,,
6341,29,3.53,25.12,-21.59,5.03,1.76,3.46,-0.09,,
8030,28,3.49,32.29,-28.80,0.10,5.11,-2.89,0.02,,
7704,29,3.44,34.23,-30.79,3.85,4.96,2.19,1.29,,
8378,36,3.28,33.96,-30.68,3.01,4.66,2.16,0.07,,
1622,39,3.21,23.24,-20.03,-6.29,2.14,-2.99,-0.35,,
6106,26,3.09,8.69,-5.60,0.28,3.23,0.96,-0.96,,
7151,45,3.08,17.94,-14.85,2.73,2.26,-4.26,1.01,,
8098,31,3.07,47.92,-44.84,2.85,-1.14,0.76,1.19,,
7708,19,3.00,28.27,-25.26,-0.03,6.09,4.14,-0.24,,
8129,34,2.89,29.06,-26.17,-3.34,-1.71,-4.60,-0.12,,
4073,55,2.84,30.17,-27.33,1.54,6.26,0.74,-1.46,,
3571,27,2.83,25.66,-22.83,-0.60,6.15,0.38,1.04,,
7102,37,2.82,20.17,-17.35,-0.81,-0.87,-2.52,0.37,,
4360,43,2.75,30.47,-27.72,-0.64,7.09,-0.79,-0.26,,
6529,26,2.75,30.13,-27.39,-4.91,4.04,-6.68,0.24,,
2819,38,2.72,36.00,-33.28,2.60,-0.28,1.76,0.21,,
4682,29,2.69,21.00,-18.32,1.73,3.18,0.04,-0.67,,
1757,36,2.68,21.75,-19.07,0.54,3.49,3.39,0.49,,
4290,27,2.61,33.77,-31.16,-5.68,4.22,-2.34,-0.42,,
6175,53,2.54,5.89,-3.35,-2.80,8.26,-7.00,-1.08,,
5562,39,2.27,54.56,-52.28,-2.27,2.96,-4.12,1.05,,
4643,53,2.26,28.10,-25.84,3.98,1.92,5.19,-0.17,,
7298,33,2.25,2.19,0.06,1.67,-2.84,0.05,-0.77,,
3225,37,2.11,16.69,-14.57,0.48,-1.59,-0.01,-0.82,,
5608,27,1.89,19.65,-17.76,2.35,-0.32,0.13,0.41,,
4403,52,1.80,8.19,-6.38,-3.51,2.75,-8.07,0.60,,
2903,34,1.72,44.46,-42.73,-0.93,1.91,3.67,2.15,,
8245,38,1.70,18.72,-17.02,-0.74,6.38,-1.13,0.34,,
5525,38,1.61,28.13,-26.53,-1.60,1.24,-3.33,0.65,,
5314,26,1.60,12.61,-11.00,1.67,3.02,1.09,-0.59,,
4166,60,1.60,27.71,-26.11,2.44,5.17,-2.16,-0.13,,
8332,38,1.59,40.62,-39.03,-3.53,1.95,-1.01,1.08,,
6887,32,1.57,34.16,-32.58,2.94,1.40,3.88,0.74,,
7145,18,1.43,30.45,-29.02,-1.15,3.99,-1.36,-0.99,,
7910,47,1.40,28.32,-26.92,2.40,1.41,2.90,0.39,,
968,28,1.18,17.44,-16.26,0.42,0.02,-1.94,-0.20,,
7868,56,1.18,17.58,-16.40,1.15,0.33,-2.53,1.63,,
7126,40,1.11,31.47,-30.36,2.66,-2.84,6.10,-0.88,,
6676,39,1.07,7.03,-5.96,0.19,2.02,0.49,0.47,,
7048,57,1.01,55.52,-54.52,6.12,-0.17,4.49,1.30,,
5669,36,0.93,22.58,-21.65,-1.44,5.39,-5.64,-1.59,,
4821,32,0.91,19.59,-18.68,-5.85,5.40,-4.61,0.66,,
7071,47,0.89,26.26,-25.38,-1.82,-0.84,-3.10,0.40,,
8088,23,0.85,13.08,-12.23,-2.59,3.20,-2.78,0.46,,
4320,29,0.85,33.70,-32.85,-8.11,3.19,-8.61,-0.57,,
6010,25,0.61,14.91,-14.30,-0.12,3.19,-0.97,-0.98,,
2508,52,0.54,42.81,-42.27,-1.84,7.84,3.00,0.37,,
6829,34,0.53,37.76,-37.23,3.59,-0.40,2.38,1.34,,
7312,28,0.26,8.09,-7.83,0.70,1.83,0.62,-1.26,,
6645,30,0.18,22.40,-22.22,5.49,2.87,4.73,-0.07,,
3480,55,0.18,25.38,-25.20,-1.16,0.48,2.69,1.59,,
6214,22,0.17,24.50,-24.33,3.48,0.13,3.28,-0.62,,
7106,37,0.16,13.96,-13.81,3.35,4.47,7.64,-1.29,,
5729,57,0.12,54.57,-54.45,-13.53,4.91,-8.53,-1.47,,
8369,19,0.10,27.41,-27.31,0.55,2.48,3.02,0.05,,
6343,25,-0.22,33.25,-33.46,-4.85,3.30,-2.58,-1.12,,
7841,18,-0.25,15.81,-16.06,0.57,5.69,-0.71,-2.27,,
4568,39,-0.46,40.12,-40.58,1.85,-1.67,-3.41,1.12,,
2083,52,-0.62,36.15,-36.77,-0.22,0.55,-0.33,0.30,,
8274,29,-0.63,32.54,-33.16,1.89,2.21,2.33,0.83,,
5534,39,-0.63,48.43,-49.07,1.41,4.55,1.20,0.83,,
6147,21,-0.73,12.23,-12.96,-1.36,3.70,-2.23,-2.34,,
7033,28,-0.74,24.23,-24.97,-5.31,6.95,-1.64,-1.66,,
4217,63,-1.49,26.60,-28.09,-7.40,2.71,-9.53,0.02,,
6021,36,-1.59,40.98,-42.57,-3.77,1.81,-5.23,-0.37,,
8173,29,-1.59,37.62,-39.21,-3.11,5.98,-3.08,-1.40,,
2151,45,-1.59,26.77,-28.36,-1.46,5.01,0.50,1.04,,
5012,32,-1.65,36.98,-38.63,-1.75,1.44,-4.26,-0.35,,
7532,58,-1.84,17.65,-19.50,-12.04,5.00,-2.55,-0.13,,
7750,23,-1.91,47.71,-49.62,-0.45,-1.64,-1.02,1.44,,
6811,38,-1.93,50.12,-52.05,-5.77,3.65,-3.91,2.89,,
7265,29,-1.96,24.73,-26.69,-5.16,1.13,-3.00,1.18,,
816,36,-2.07,57.13,-59.20,-3.40,5.52,-4.15,2.09,,
4468,29,-2.15,25.75,-27.90,-6.06,1.82,-3.35,-0.38,,
1795,33,-2.23,23.85,-26.09,0.73,-1.90,3.59,-0.75,,
1124,36,-2.45,51.94,-54.39,-5.38,4.25,-0.89,1.49,,
7060,32,-2.61,25.04,-27.64,-5.49,1.18,-5.50,2.65,,
5197,32,-2.91,33.21,-36.12,3.47,4.37,2.81,-0.67,,
8197,34,-2.98,34.33,-37.31,0.06,0.74,-3.01,1.79,,
5523,25,-3.03,16.81,-19.84,-0.05,3.47,0.11,-1.48,,
7416,36,-3.29,27.63,-30.92,-1.18,4.01,-0.02,-1.82,,
1661,39,-3.29,40.94,-44.23,-2.91,2.59,-6.34,1.01,,
7321,20,-3.44,45.88,-49.32,0.55,-2.81,2.02,0.78,,
6315,29,-4.20,17.05,-21.25,-0.68,-0.31,0.22,-0.49,,
3024,35,-5.02,48.88,-53.90,-8.89,3.33,-4.46,0.86,,
7716,38,-5.04,24.29,-29.33,1.03,0.00,1.52,-0.07,,
7788,36,-5.08,42.58,-47.66,-7.85,7.43,-9.78,-0.15,,
7614,30,-5.25,40.77,-46.02,-3.36,-0.15,-3.14,-0.17,,
7455,44,-5.30,47.53,-52.82,-1.80,1.64,-3.51,2.22,,
7729,46,-6.89,16.85,-23.74,-6.00,0.76,-3.18,-2.40,,
4764,63,-8.80,64.52,-73.31,1.88,-4.78,-0.99,1.99,,
7740,44,-8.82,12.77,-21.59,-3.80,1.86,-3.17,-1.00,,
7439,44,-13.37,25.16,-38.54,4.95,-1.36,6.21,-0.69,,
8146,52,-15.08,48.58,-63.67,-3.46,2.40,-3.45,0.61,,
